"Name","Platform","Genre","Publisher","Developer","Rating","Global_Sales","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count"
"Pirates of the Caribbean: Dead Man's","GBA","Adventure","Disney Interactive Studios","Amaze Entertainment","E10+","0.47","2006","70","8","5.6","5"
"NCAA Football 07","PS2","Sports","Electronic Arts","EA Sports","E","1.7","2006","87","18","8.6","23"
"Far Cry 3","PS3","Shooter","Ubisoft","Ubisoft Montreal","M","3.35","2012","90","32","8.5","1041"
"GoldenEye: Rogue Agent","GC","Shooter","Electronic Arts","EA LA","T","0.36","2004","60","35","6.7","14"
"World Championship Pool 2004","PS2","Sports","Jaleco","Blade Interactive","E","0.05","2004","60","4","6.7","6"
"The Fight: Lights Out","PS3","Fighting","Sony Computer Entertainment","Coldwood Interactive","T","0.59","2010","48","39","7.5","77"
"WWE SmackDown vs. Raw 2009","PSP","Fighting","THQ","Yuke's","T","0.75","2008","72","9","6","9"
"Rail Simulator","PC","Simulation","Electronic Arts","Kuju Entertainment","E","0.01","2007","72","13","6.9","24"
"NHL 08","X360","Action","Electronic Arts","EA Canada","E10+","0.25","2007","85","44","8.2","44"
"Madden NFL 2004","XB","Sports","Electronic Arts","EA Tiburon","E","1.09","2003","92","27","8.3","48"
"Mobile Suit Gundam: Encounters in Spa","PS2","Simulation","Namco Bandai Games","Bandai","T","0.72","2003","66","10","8.5","37"
"Dragon Ball Z: Buu's Fury","GBA","Action","Atari","Webfoot Technologies","E","0.61","2004","62","19","8.9","39"
"25 to Life","XB","Shooter","Eidos Interactive","Ritual Entertainment","M","0.17","2006","41","20","7.2","13"
"Madagascar: Escape 2 Africa","PS3","Action","Activision","Toys for Bob","E10+","0.23","2008","58","13","6.8","4"
"Hot Wheels World Race","GC","Racing","THQ","Climax Group","E","0.16","2003","59","5","7","5"
"Romance of the Three Kingdoms XI","PS2","Strategy","Tecmo Koei","Koei","E10+","0.07","2007","69","10","8.4","8"
"Tom Clancy's Splinter Cell: Double Ag","Wii","Action","Ubisoft","Ubisoft Shanghai","M","0.13","2006","61","12","7.4","16"
"Tekken 6","X360","Fighting","Namco Bandai Games","Namco Bandai Games A","T","1.3","2009","80","59","7","132"
"FIFA Soccer 13","X360","Action","Electronic Arts","Electronic Arts","E","5.16","2012","90","48","6.1","403"
"Metal Arms: Glitch in the System","GC","Shooter","Vivendi Games","Swingin' Ape","T","0.1","2003","83","30","9.3","19"
"Crash Tag Team Racing","GC","Racing","Vivendi Games","Radical Entertainmen","E10+","0.16","2005","66","14","7.3","11"
"JASF: Jane's Advanced Strike Fighters","PC","Simulation","Deep Silver","Trickstar Games","T","0.04","2011","48","4","3.1","14"
"Unchained Blades","PSP","Role-Playing","FuRyu","FuRyu","T","0.06","2011","61","8","7.5","15"
"Lifeline","PS2","Adventure","Sony Computer Entertainment","SCEJ","M","0.07","2003","61","31","7.7","9"
"Driver: San Francisco","PC","Racing","Ubisoft","Ubisoft Reflections","T","0.18","2011","80","11","7","332"
"Evil Genius","PC","Strategy","Vivendi Games","Elixir Studios","T","0.02","2004","75","51","8.3","106"
"Shining Soul","GBA","Role-Playing","Atari","Next Entertainment","E","0.14","2002","58","13","8.5","8"
"Assassin's Creed III","PS3","Action","Ubisoft","Ubisoft","M","6.45","2012","85","41","6.9","1307"
"Harry Potter and the Sorcerer's Stone","PS2","Action","Electronic Arts","Warthog","E","0.28","2003","56","14","7.6","21"
"Smuggler's Run","GBA","Racing","Rebellion","Destination Software","E","0.01","2002","41","5","4.3","12"
"The House of The Dead III","XB","Shooter","Sega","Wow Entertainment","M","0.39","2002","72","30","7.3","9"
"Blade II","XB","Action","Activision","Mucky Foot Productio","M","0.13","2002","53","20","4","4"
"Legacy of Kain: Defiance","XB","Action","Eidos Interactive","Crystal Dynamics","M","0.19","2003","74","30","7.9","21"
"Fatal Frame II: Crimson Butterfly Dir","XB","Action","Microsoft Game Studios","Tecmo","M","0.05","2004","84","37","8.3","16"
"The Sims 2: Apartment Pets","DS","Simulation","Electronic Arts","Full Fat","E","0.69","2008","50","12","3.3","4"
"The Sims 3: Late Night Expansion Pack","PC","Simulation","Electronic Arts","The Sims Studio","T","1.7","2010","74","17","5.3","77"
"Mat Hoffman's Pro BMX 2","PS2","Sports","Activision","Rainbow Studios","T","0.46","2002","76","22","9.1","7"
"Over the Hedge","DS","Platform","Activision","Vicarious Visions","E","0.27","2006","71","17","6.4","9"
"Space Chimps","X360","Platform","Brash Entertainment","Red Tribe","E10+","0.11","2008","57","7","5.3","12"
"The Sims 2: Pets","PSP","Simulation","Electronic Arts","Maxis","T","0.79","2006","57","9","7.3","10"
"NBA Live 08","X360","Sports","Electronic Arts","EA Canada","E","0.52","2007","73","37","5.3","19"
"Madden NFL 07","XB","Sports","Electronic Arts","EA Tiburon","E","1.02","2006","83","27","8.7","6"
"LEGO Indiana Jones 2: The Adventure C","X360","Action","Activision","Traveller's Tales","E10+","1.02","2009","71","41","7.4","25"
"The Sims 2: Castaway","PS2","Simulation","Electronic Arts","EA Redwood Shores","T","0.37","2007","71","17","8","15"
"Divinity II: The Dragon Knight Saga","X360","Role-Playing","Focus Home Interactive","Larian Studios","M","0.13","2010","72","13","7.8","50"
"Yakuza 5","PS3","Action","Sega","Ryu ga Gotoku Studio","M","0.59","2012","83","34","8.5","180"
"Curious George","PS2","Action","Namco Bandai Games","Monkey Bar Games","E","0.12","2006","53","13","7.7","6"
"Guitar Hero: Van Halen","PS3","Misc","Activision","Neversoft Entertainm","T","0.27","2009","59","33","4.7","9"
"Michael Jackson: The Experience","DS","Misc","Ubisoft","Ubisoft","E10+","0.25","2010","64","5","6.6","5"
"Spartan: Total Warrior","XB","Action","Sega","Creative Assembly","M","0.13","2005","73","36","8.8","12"
"Naruto Shippuden: Ultimate Ninja Stor","PS3","Fighting","Namco Bandai Games","CyberConnect2","T","1.21","2010","76","34","8.3","130"
"Mirror's Edge","X360","Platform","Electronic Arts","EA DICE","T","1.16","2008","79","82","7.6","328"
"The Legend of Spyro: The Eternal Nigh","Wii","Platform","Vivendi Games","Krome Studios","E10+","0.21","2007","60","8","6.4","15"
"Fire Pro Wrestling Returns","PS2","Sports","505 Games","S-Neo","T","0.09","2005","78","12","8.5","17"
"Minority Report: Everybody Runs","XB","Action","Activision","Treyarch","T","0.1","2002","54","18","5","4"
"Pulse Racer","XB","Racing","Jaleco","Jaleco Entertainment","E","0.02","2003","24","7","2.8","17"
"Retro Atari Classics","DS","Misc","Atari","Taniko","E","0.13","2005","51","17","3.7","7"
"Rugby 08","PS2","Sports","Electronic Arts","EA Canada","E","0.04","2007","74","21","7.4","25"
"Army of Two: The 40th Day","PSP","Shooter","Electronic Arts","Buzz Monkey, EA Mont","M","0.32","2010","49","11","6","32"
"Green Day: Rock Band","Wii","Misc","MTV Games","Harmonix Music Syste","T","0.36","2010","76","12","8.8","11"
"Trivial Pursuit","PS3","Misc","Electronic Arts","EA Bright Light","E","0.28","2009","66","13","7.1","7"
"Anarchy Reigns","PS3","Action","Sega","PlatinumGames","M","0.2","2012","71","35","8.2","106"
"Resident Evil: Outbreak","PS2","Action","Capcom","Capcom","M","1.45","2003","71","40","8.3","94"
"Worms 3D","PS2","Strategy","Sega","Team 17","T","0.12","2003","70","31","7.8","22"
"Star Wars: Super Bombad Racing","PS2","Racing","LucasArts","Lucas Learning","E","0.16","2001","71","21","4.9","8"
"Tom Clancy's Splinter Cell: Double Ag","GC","Action","Ubisoft","Ubisoft Montreal","M","0.06","2006","64","8","7.1","7"
"Kenka Bancho: Badass Rumble","PSP","Action","Spike","Bullets","T","0.28","2008","70","21","7.5","6"
"X-Men: Next Dimension","GC","Fighting","Activision","Exakt","T","0.13","2002","63","17","8.2","11"
"Blood Omen 2","XB","Action","Eidos Interactive","Crystal Dynamics","M","0.19","2002","76","22","9","9"
"Skate it","DS","Sports","Electronic Arts","Exient Entertainment","E","0.17","2008","72","13","7.8","12"
"Tom Clancy's Splinter Cell: Chaos The","XB","Action","Ubisoft","Ubisoft Montreal","M","1.11","2005","94","70","9","160"
"Shadow Hearts: From The New World","PS2","Role-Playing","Ghostlight","Nautilus","T","0.14","2005","76","42","8.2","33"
"Crimson Skies: High Road to Revenge","XB","Simulation","Microsoft Game Studios","FASA Studio","T","0.87","2003","88","49","8.8","45"
"Frogger: Helmet Chaos","PSP","Platform","Konami Digital Entertainmen","Konami Computer Ente","E","0.11","2005","66","18","6.4","5"
"Goldeneye 007: Reloaded","X360","Shooter","Activision","Eurocom Entertainmen","T","0.5","2011","72","56","6","96"
"Grand Theft Auto IV","PC","Action","Take-Two Interactive","Rockstar Toronto","M","0.88","2008","90","40","6.6","2299"
"Sonic and the Black Knight","Wii","Platform","Sega","Sonic Team","E10+","1.09","2009","54","51","6.9","198"
"The Simpsons Game","DS","Action","Electronic Arts","Griptonite Games","T","1.51","2007","69","17","7.3","18"
"Ms Saga: A New Dawn","PS2","Role-Playing","Namco Bandai Games","Bandai","E10+","0.05","2005","65","27","8.6","15"
"Mad Dog McCree: Gunslinger Pack","Wii","Shooter","Majesco Entertainment","Digital Leisure Inc.","T","0.08","2009","31","6","5","11"
"King's Bounty: Armored Princess","PC","Role-Playing","1C Company","Katauri Interactive","T","0.01","2009","82","25","8.6","158"
"Karaoke Revolution Volume 3","PS2","Misc","Konami Digital Entertainmen","Harmonix Music Syste","E","0.32","2004","82","25","7.8","10"
"MX vs. ATV Untamed","PS3","Racing","THQ","Rainbow Studios","E","0.46","2007","67","33","6.1","8"
"Ridge Racer","PSP","Racing","Sony Computer Entertainment","Namco","E","1.4","2004","88","58","8.2","65"
"Ultimate Spider-Man","PS2","Action","Activision","Treyarch","T","0.72","2005","74","52","7.9","54"
"Megamind: Ultimate Showdown","X360","Action","THQ","THQ Australia","E10+","0.12","2010","33","7","4.3","6"
"The Lord of the Rings: The Two Towers","GC","Action","Electronic Arts","Stormfront Studios","T","0.53","2002","82","13","8.7","23"
"[Prototype 2]","PC","Action","Activision","Radical Entertainmen","M","0.11","2012","76","12","6.4","389"
"Birds of Steel","X360","Simulation","Konami Digital Entertainmen","Gaijin Entertainment","T","0.15","2012","77","18","8.9","18"
"Speed Kings","XB","Racing","Acclaim Entertainment","Climax Group","E","0.05","2003","60","16","8.8","4"
"The Cursed Crusade","X360","Action","DTP Entertainment","Kylotonn","M","0.15","2011","39","27","4.4","29"
"DJ Hero","X360","Misc","Activision","FreeStyleGames","T","1.06","2009","84","72","8","42"
"DemiKids: Light Version","GBA","Role-Playing","Atlus","Multimedia Intellige","E","0.02","2002","62","8","8.3","15"
"Otogi: Myth of Demons","XB","Action","Sega","From Software","T","0.13","2002","80","40","8.5","28"
"Tork: Prehistoric Punk","XB","Platform","Microsoft Game Studios","Tiwak","E","0.03","2005","62","21","6.2","6"
"F1 2002","GC","Racing","Electronic Arts","EA Sports","E","0.03","2002","72","7","7.8","4"
"Tak and the Power of Juju","GBA","Platform","THQ","Avalanche Software","E","0.55","2003","79","28","9.2","19"
"Tiger Woods PGA Tour 2005","PC","Sports","Electronic Arts","Headgate","E","0.01","2004","91","16","4.5","39"
"High Heat Major League Baseball 2004","XB","Sports","3DO","3DO","E","0.08","2003","83","14","8.4","8"
"Alien Syndrome","Wii","Role-Playing","Sega","Totally Games","T","0.06","2007","48","24","7.1","23"
"LEGO Harry Potter: Years 1-4","PC","Action","Warner Bros. Interactive En","Traveller's Tales","E10+","0.03","2010","79","15","7.9","55"
"MLB 07: The Show","PSP","Sports","Sony Computer Entertainment","SCEA San Diego Studi","E","0.28","2007","82","12","7.2","10"
"DJ Hero 2","Wii","Misc","Activision","FreeStyleGames","T","0.62","2010","88","20","7.5","17"
"Tomb Raider: Legend","DS","Action","Eidos Interactive","Human Soft","T","0.07","2006","58","15","8","7"
"The Suffering: Ties That Bind","XB","Action","Midway Games","Surreal Software","M","0.09","2005","76","36","9.1","8"
"Pokemon XD: Gale of Darkness","GC","Role-Playing","Nintendo","Genius Sonority Inc.","E","1.25","2005","64","27","8.3","74"
"Disney Universe","PS3","Action","Disney Interactive Studios","Eurocom Entertainmen","E10+","0.61","2011","70","29","6.9","13"
"Monster Hunter","PS2","Role-Playing","Capcom","Capcom","T","0.5","2004","68","37","8.9","46"
"Rayman Origins","X360","Platform","Ubisoft","UBlart Montpellier","E10+","0.78","2011","87","55","8.2","209"
"UFC Undisputed 3","X360","Action","THQ","Yuke's","T","0.99","2012","85","60","7.6","88"
"Hitman: Blood Money","X360","Action","Eidos Interactive","Io Interactive","M","0.39","2006","82","53","8.7","102"
"Pro Evolution Soccer 2010","PSP","Sports","Konami Digital Entertainmen","Konami","E","0.8","2009","72","9","4.6","5"
"Super Smash Bros. Brawl","Wii","Fighting","Nintendo","Game Arts","T","12.84","2008","93","81","8.9","1662"
"Dungeons","PC","Strategy","Kalypso Media","Realmforge Studios","M","0.09","2011","65","35","4.6","106"
"Robots","PS2","Action","Vivendi Games","Eurocom Entertainmen","E","0.36","2005","53","6","6","8"
"Batman: Dark Tomorrow","GC","Action","Kemco","Kemco","T","0.08","2003","29","14","3.2","19"
"Fantastic 4","XB","Action","Activision","7 Studios","T","0.27","2005","62","46","6.6","8"
"MLB SlugFest 20-03","XB","Sports","Midway Games","Gratuitous Games","E","0.2","2002","79","9","7.8","5"
"The Godfather: Blackhand Edition","Wii","Adventure","Electronic Arts","EA Redwood Shores","M","0.15","2007","77","38","8.5","48"
"Fallout 3","PC","Role-Playing","Bethesda Softworks","Bethesda Game Studio","M","0.98","2008","91","48","7.9","3450"
"Dokapon Kingdom","Wii","Role-Playing","Sting","Sting","E10+","0.13","2008","73","11","8.3","17"
"Secret Weapons Over Normandy","PS2","Simulation","LucasArts","Totally Games","T","0.48","2003","81","26","8.2","19"
"Fracture","PS3","Shooter","LucasArts","Day 1 Studios","T","0.16","2008","62","40","5.8","18"
"Pro Evolution Soccer 2013","PC","Sports","Konami Digital Entertainmen","Konami","E","0.08","2012","80","8","6.9","182"
"Skylanders Giants","Wii","Action","Activision","Toys for Bob","E10+","2.52","2012","78","8","7","20"
"Star Wars: The Force Unleashed","PSP","Action","LucasArts","Krome Studios","T","1.08","2008","70","10","8.1","49"
"Metal Gear Solid: Portable Ops","PSP","Action","Konami Digital Entertainmen","Kojima Productions","M","1.18","2006","87","54","8.2","147"
"Call of Duty: World at War","X360","Shooter","Activision","Treyarch","M","7.38","2008","84","84","7.6","580"
"Resident Evil 6","PC","Shooter","Capcom","Capcom, QLOC","M","0.04","2012","69","18","5.9","868"
"Microsoft Flight Simulator X","PC","Simulation","Microsoft Game Studios","Microsoft Game Studi","E","0.43","2006","80","28","7.6","95"
"The Outfit","X360","Action","THQ","Relic","M","0.25","2006","70","52","7.5","48"
"Call of Duty 4: Modern Warfare","PC","Shooter","Activision","Infinity Ward","M","1.15","2007","92","40","8.5","2360"
"Fatal Frame","XB","Action","Tecmo Koei","Tecmo","T","0.06","2002","77","17","8.6","16"
"World of Warcraft: Cataclysm","PC","Role-Playing","Activision","Blizzard Entertainme","T","2.08","2010","90","53","5.6","953"
"Enemy Territory: Quake Wars","PC","Shooter","Activision","Splash Damage","T","0.02","2007","84","55","8.3","231"
"Game Party in Motion","X360","Misc","Warner Bros. Interactive En","Farsight Studios","E","0.58","2010","33","6","3.7","9"
"F1 2009","PSP","Racing","Codemasters","Sumo Digital","E","0.52","2009","68","23","7.2","14"
"True Crime: New York City","GC","Action","Activision","Exakt","M","0.17","2005","59","25","8.8","24"
"Aquaman: Battle for Atlantis","GC","Action","TDK Mediactive","TDK Mediactive","T","0.01","2003","27","9","3.1","19"
"X3: Terran Conflict","PC","Simulation","Deep Silver","Egosoft","T","0.03","2008","73","16","7.9","222"
"BMX XXX","XB","Sports","Acclaim Entertainment","Z-Axis, Ltd.","M","0.11","2002","58","26","7.8","9"
"Grand Theft Auto: Liberty City Storie","PSP","Action","Take-Two Interactive","Rockstar Leeds","M","7.69","2005","88","65","7.6","451"
"Battlefield: Bad Company","PS3","Shooter","Electronic Arts","EA DICE","T","1.34","2008","84","50","8.1","203"
"Galerians: Ash","PS2","Adventure","Sammy Corporation","Polygon Magic","T","0.07","2002","50","22","7.9","11"
"Rage","PS3","Shooter","Bethesda Softworks","id Software","M","1.31","2011","81","37","6.2","353"
"Gotcha Force","GC","Shooter","Capcom","Capcom","E","0.03","2003","56","24","8.2","17"
"Kakuto Chojin","XB","Fighting","Microsoft Game Studios","DreamFactory","T","0.05","2002","46","26","7.2","17"
"Resident Evil 4","PC","Action","Ubisoft","Capcom","M","0.03","2007","76","15","7.4","242"
"LEGO Indiana Jones: The Original Adve","X360","Action","Activision","Traveller's Tales","E10+","3.76","2008","77","60","7.5","66"
"Pump It Up: Exceed","PS2","Misc","Mastiff","Andamiro U.S.A. Corp","T","0.06","2005","73","28","8.4","11"
"Tiger Woods PGA Tour 2004","GBA","Sports","Electronic Arts","Backbone Emeryville","E","0.18","2003","75","5","7.5","4"
"World of Tanks","PC","Shooter","Wargaming.net","Wargaming.net","T","0.29","2011","80","38","3.7","1466"
"LEGO Star Wars III: The Clone Wars","PS3","Action","LucasArts","Traveller's Tales","E10+","1.16","2011","76","36","7.3","34"
"NHL Hitz 20-03","XB","Sports","Midway Games","Black Box","E","0.11","2002","81","19","8.5","13"
"Superman: The Man of Steel","XB","Action","Atari","Circus Freak","T","0.13","2002","44","19","6","11"
